Time,outdoor_temperature,outdoor_temperature_average24h,energy_manager_state,system_off,index,desired_room_temperature_setpoint_heating,desired_room_temperature_setpoint,current_room_temperature,current_room_humidity,current_special_function,heating_state,circuit_state,current_circuit_flow_temperature,heating_circuit_flow_setpoint,calculated_energy_manager_state,current_dhw_temperature
2024-06-11 02:35:01.250791,9.855469,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:36:00.505073,9.855469,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:37:00.848548,9.855469,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:38:00.478936,9.855469,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:39:00.425851,9.855469,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:40:00.665705,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.0,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:41:00.489371,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.0,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:42:00.509396,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.0,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:43:00.886465,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.0,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:44:01.150347,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.0,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:45:00.433867,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,28.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:46:00.664122,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,28.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:47:00.438318,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,28.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:48:00.455902,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,28.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:49:01.693116,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,28.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:50:00.437446,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:51:00.467611,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:52:00.744994,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:53:00.494154,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:54:00.414241,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:55:00.594441,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:56:00.437944,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:57:00.415723,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:58:00.638666,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 02:59:00.465289,9.707031,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 03:00:00.454120,9.566406,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 03:01:00.604846,9.566406,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 03:02:00.491362,9.566406,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 03:03:00.385103,9.566406,12.582031,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.648489,HEATING_ACTIVE,44.5
2024-06-11 03:04:01.422306,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,30.5,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:05:00.451110,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:06:00.430664,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:07:00.867849,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:08:00.641078,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:09:00.443408,9.566406,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
2024-06-11 03:10:00.547021,9.4296875,12.4296875,HEATING,False,255,19.0,19.0,18.9375,49.0,REGULAR,HEATING_UP,HEATING,31.0,29.653214,HEATING_ACTIVE,44.5
